,Label,MBI,MNDWI,NDVI,SAVI
0,4,-0.0327418,0.389625,-0.0601835,-0.090267
0,4,-0.0372793,0.386057,-0.0452974,-0.06794
0,4,-0.0424809,0.389011,-0.0404313,-0.0606415
0,4,-0.0319774,0.397083,-0.0649492,-0.097415
0,4,-0.0224586,0.39389,-0.0804085,-0.120602
0,4,-0.0216638,0.388196,-0.0753864,-0.113069
0,4,-0.0160018,0.388366,-0.0842085,-0.126301
0,4,-0.0219661,0.388425,-0.0752607,-0.11288
0,4,-0.016758,0.3819,-0.0745234,-0.111774
0,4,-0.00400358,0.385506,-0.0998051,-0.149693
0,4,-0.00998431,0.39249,-0.101953,-0.152915
0,4,-0.00724,0.380755,-0.0885437,-0.132803
0,4,-0.0161361,0.382806,-0.0764763,-0.114703
0,4,-0.00355583,0.390594,-0.108168,-0.162235
0,4,-0.0722892,0.377951,0.0279823,0.0419704
0,4,-0.069934,0.366074,0.0374194,0.056125
0,4,-0.078895,0.377941,0.040176,0.0602595
0,4,-0.0815135,0.386144,0.0377527,0.0566248
0,4,-0.071686,0.372238,0.0366049,0.0549034
0,4,-0.0672612,0.37506,0.018246,0.027367
0,4,-0.0838434,0.400655,0.0244861,0.0367264
0,4,-0.0762998,0.381011,0.0264173,0.0396231
0,4,-0.0536198,0.396493,-0.0382568,-0.0573805
0,4,-0.0542421,0.389715,-0.0310538,-0.0465769
0,4,-0.0603248,0.394085,-0.0193656,-0.029046
0,4,-0.0591042,0.397231,-0.0257186,-0.0385747
0,4,-0.0903777,0.390779,0.056884,0.0853197
0,4,-0.0775599,0.369784,0.0550115,0.0825113
0,4,-0.0908331,0.386198,0.0617028,0.0925473
0,4,-0.0897521,0.379467,0.0688379,0.103249
0,4,-0.095719,0.393264,0.0633065,0.0949526
0,4,-0.0877076,0.375126,0.0659959,0.0989865
0,4,-0.0962059,0.390904,0.066627,0.0999331
0,4,-0.0697454,0.397071,-0.00739767,-0.0110956
0,4,-0.0701873,0.401613,-0.00748627,-0.0112285
0,4,-0.0577965,0.382368,-0.0108232,-0.0162335
0,4,-0.05503,0.373142,-0.00676983,-0.0101539
0,4,-0.0709525,0.372981,0.033349,0.0500196
0,4,-0.0792823,0.388803,0.0228466,0.0342672
0,4,-0.0804294,0.392921,0.0311536,0.0467268
0,4,-0.0864208,0.388535,0.0494989,0.0742428
0,4,-0.0887124,0.384576,0.058648,0.0879654
0,4,-0.0887882,0.37959,0.0669051,0.10035
0,4,-0.0951486,0.395254,0.0585768,0.0878586
0,4,-0.100767,0.407656,0.0535714,0.0803511
0,4,-0.0740119,0.363919,0.0537851,0.0806719
0,4,-0.0887882,0.3875,0.0566038,0.0848994
0,4,-0.0850329,0.377654,0.0603422,0.0905066
0,4,-0.0906894,0.421997,0.0150525,0.022577
0,4,-0.087372,0.402373,0.0318094,0.0477106
0,4,-0.0826026,0.41336,0.0149119,0.0223661
0,4,-0.0750083,0.394141,0.0182295,0.0273423
0,4,-0.0980194,0.426478,0.0228509,0.0342737
0,4,-0.0813873,0.399504,0.0230248,0.0345346
0,4,-0.0916568,0.399202,0.0469421,0.0704079
0,4,-0.0857679,0.377331,0.061534,0.0922942
0,4,-0.0838529,0.374445,0.0630419,0.0945559
0,4,-0.0863096,0.384047,0.0547104,0.0820595
0,4,-0.0945573,0.397492,0.0529483,0.0794164
0,4,-0.0845234,0.380693,0.0530528,0.0795732
0,4,-0.0931174,0.386416,0.0641274,0.0961839
0,4,-0.0939035,0.386858,0.063798,0.0956898
0,4,-0.0893576,0.395517,0.0407945,0.0611871
0,4,-0.0758651,0.384972,0.0263692,0.0395507
0,4,-0.0704557,0.361536,0.0427673,0.0641459
0,4,-0.0648519,0.389112,-0.00794176,-0.0119117
0,4,-0.0697629,0.395412,-0.00151643,-0.00227445
0,4,-0.0129555,0.377973,-0.0788768,-0.118305
0,4,-0.0216972,0.374211,-0.0673699,-0.101046
0,4,-0.034902,0.388502,-0.0686374,-0.102947
0,4,-0.0672612,0.37506,0.018246,0.027367
0,4,-0.0809491,0.391282,0.0282761,0.0424109
0,4,-0.0639173,0.372492,0.0151876,0.0227797
0,4,-0.0743029,0.389212,0.0143187,0.0214764
0,4,-0.0734501,0.385437,0.0190575,0.0285841
0,4,-0.0798827,0.398014,0.0192278,0.0288395
0,4,-0.0806339,0.396945,0.0174699,0.0262028
0,4,-0.0730111,0.376318,0.0327576,0.0491327
0,4,-0.0727318,0.372014,0.0370699,0.0556007
0,4,-0.060755,0.357078,0.0323036,0.0484519
0,4,-0.0754476,0.386246,0.0220093,0.0330115
0,4,-0.0839785,0.387209,0.0399526,0.0599245
0,4,-0.0746576,0.375787,0.0356467,0.0534662
0,4,-0.0705087,0.370606,0.0335244,0.0502829
0,4,-0.0702226,0.40155,-0.0110725,-0.0166075
0,4,-0.0630037,0.38521,-0.00399936,-0.00599856
0,4,-0.0802264,0.384428,0.0461765,0.0692596
0,4,-0.0848808,0.396992,0.0391931,0.0587854
0,4,-0.0753558,0.375951,0.0477151,0.0715676
0,4,-0.0772089,0.375,0.0570837,0.0856192
0,4,-0.0774269,0.401238,0.0187025,0.0280517
0,4,-0.0733333,0.382857,0.032041,0.0480579
0,4,-0.0747925,0.386308,0.0303938,0.0455872
0,4,-0.06476,0.373254,0.0275527,0.041326
0,4,-0.0793691,0.38983,0.0351032,0.052651
0,4,-0.0778408,0.39314,0.029912,0.0448647
0,4,-0.0816378,0.395676,0.0326567,0.0489814
0,4,-0.0798738,0.392265,0.0329446,0.0494133
0,4,-0.0837683,0.40534,0.0248103,0.0372127
0,4,-0.0838972,0.403492,0.0297321,0.0445949
0,4,-0.0797819,0.386248,0.0414908,0.0622316
0,4,-0.0867852,0.399024,0.0385122,0.0577641
0,4,-0.0936475,0.411206,0.0365072,0.0547568
0,4,-0.080174,0.376554,0.0539748,0.0809562
0,4,-0.0876011,0.393609,0.0486503,0.07297
0,4,-0.0859296,0.397073,0.0410196,0.0615249
0,4,-0.0847415,0.394782,0.0432607,0.0648863
0,4,-0.0817974,0.381423,0.0512005,0.0767951
0,4,-0.093914,0.404615,0.0459106,0.0688607
0,4,-0.0966831,0.408232,0.0441558,0.0662287
0,4,-0.0886623,0.397468,0.0436095,0.0654093
0,4,-0.0879346,0.394743,0.0455564,0.0683295
0,4,-0.0797742,0.376396,0.0516637,0.07749
0,4,-0.0852396,0.391326,0.0432361,0.0648494
0,4,-0.0791361,0.40391,0.0164138,0.0246187
0,4,-0.0714286,0.361769,0.0492166,0.0738191
0,4,-0.0615221,0.358814,0.0286912,0.0430333
0,4,-0.00242871,0.362899,-0.0718551,-0.107772
0,4,-0.0717639,0.399949,0.00724409,0.0108653
0,4,-0.0760573,0.387081,0.026371,0.0395535
0,4,-0.0766399,0.380054,0.0428167,0.0642202
0,4,-0.0715914,0.362888,0.0551948,0.0827861
0,4,-0.0832502,0.380129,0.053365,0.0800415
0,4,-0.0835294,0.389505,0.0482249,0.0723319
0,4,-0.0829918,0.394796,0.0361157,0.0541695
0,4,-0.0765526,0.370681,0.0547353,0.0820968
0,4,-0.0906332,0.401926,0.0431491,0.0647188
0,4,-0.084647,0.387879,0.0504469,0.0756646
0,4,-0.0822446,0.390816,0.0459991,0.0689936
0,4,-0.076447,0.385288,0.0394308,0.0591418
0,4,-0.0852302,0.390938,0.0473927,0.0710837
0,4,-0.0858655,0.399654,0.0380313,0.0570427
0,4,-0.0975125,0.419532,0.039015,0.0585181
0,4,-0.0888478,0.398821,0.0422287,0.0633385
0,4,-0.0832502,0.394642,0.039604,0.0594016
0,4,-0.0868373,0.399227,0.0377687,0.056649
0,4,-0.0722266,0.383625,0.0330075,0.0495078
0,4,-0.079069,0.394443,0.0270035,0.0405023
0,4,-0.0796012,0.390232,0.0342939,0.0514372
0,4,-0.0843771,0.39302,0.0386836,0.0580212
0,4,-0.081119,0.386215,0.0444931,0.0667347
0,4,-0.0781563,0.390738,0.0329121,0.0493646
0,4,-0.079108,0.394634,0.0301223,0.04518
0,4,-0.0771136,0.392393,0.0267348,0.0400991
0,4,-0.0753334,0.38469,0.0358249,0.0537333
0,4,-0.0793664,0.393301,0.0357716,0.0536536
0,4,-0.081809,0.406101,0.0209913,0.0314846
0,4,-0.0827099,0.390333,0.0391668,0.0587459
0,4,-0.0820097,0.393792,0.0413732,0.0620553
0,4,-0.0823079,0.391473,0.0433509,0.0650216
0,4,-0.088689,0.398948,0.0436086,0.065408
0,4,-0.0923809,0.400713,0.0516745,0.0775059
0,4,-0.0901335,0.394408,0.0526628,0.0789884
0,4,-0.0811518,0.378037,0.0528769,0.0793096
0,4,-0.0921075,0.4008,0.0462316,0.0693422
0,4,-0.0915565,0.410307,0.0328039,0.0492022
0,4,-0.0813178,0.389888,0.0356044,0.0534027
0,4,-0.0823774,0.391473,0.0401167,0.0601707
0,4,-0.0818987,0.397875,0.0320917,0.0481341
0,4,-0.0786676,0.393301,0.0344828,0.0517204
0,4,-0.0850863,0.402463,0.0376993,0.0565447
0,4,-0.0883475,0.401864,0.0425306,0.0637911
0,4,-0.0797001,0.399452,0.0265487,0.03982
0,4,-0.0812566,0.399597,0.0328624,0.0492898
0,4,-0.0829137,0.406474,0.0270026,0.0405008
0,4,-0.0887983,0.407105,0.0347372,0.0521017
0,4,-0.0861329,0.411286,0.0230116,0.0345147
0,4,-0.0768554,0.40179,0.017953,0.0269275
0,4,-0.0947574,0.409548,0.0378973,0.0568416
0,4,-0.0775714,0.381672,0.0376009,0.056397
0,4,-0.0733654,0.37741,0.0351145,0.0526677
0,4,-0.0632668,0.379018,0.0116732,0.0175084
0,4,-0.0561215,0.376119,-0.00160927,-0.00241371
0,4,-0.02797,0.363879,-0.0414894,-0.0622285
0,4,-0.0573213,0.367226,0.00797015,0.0119542
0,4,-0.0537435,0.375842,-0.00770871,-0.0115621
0,4,-0.059081,0.36685,0.0145211,0.0217799
0,4,-0.0654773,0.373046,0.0139119,0.0208661
0,4,-0.0658258,0.371368,0.0206219,0.0309304
0,4,-0.082073,0.398141,0.0180252,0.0270356
0,4,-0.071575,0.359714,0.0486753,0.0730073
0,4,-0.0748759,0.37241,0.0401956,0.0602888
0,4,-0.0794036,0.382226,0.0343558,0.0515298
0,4,-0.0790746,0.381061,0.0354415,0.0531582
0,4,-0.0773318,0.377855,0.0339994,0.0509953
0,4,-0.0806112,0.399245,0.0125891,0.0188822
0,4,-0.0776154,0.392619,0.0177881,0.0266801
0,4,-0.0535111,0.376017,-0.0110331,-0.0165483
0,4,-0.0598291,0.365503,0.0134228,0.0201326
0,4,-0.0540831,0.377189,-0.00268605,-0.00402875
0,4,-0.0742842,0.385495,0.0234623,0.0351906
0,4,-0.0800179,0.385699,0.03608,0.0541158
0,4,-0.0827791,0.384138,0.0449282,0.0673871
0,4,-0.0831171,0.376617,0.0567954,0.0851866
0,4,-0.0893379,0.385802,0.0572124,0.0858121
0,4,-0.0918511,0.398083,0.0513057,0.0769526
0,4,-0.0864395,0.379241,0.0607702,0.0911484
0,4,-0.0986014,0.398953,0.0587515,0.0881205
0,4,-0.0931073,0.423319,0.0221099,0.0331623
0,4,-0.0744005,0.395896,0.0155217,0.0232808
0,4,-0.0768948,0.406145,0.00459952,0.00689874
0,4,-0.0736815,0.365952,0.0551133,0.0826636
0,4,-0.0802175,0.368125,0.0671389,0.100701
0,4,-0.073737,0.365248,0.0551108,0.0826599
0,4,-0.0699177,0.335925,0.083229,0.124834
0,4,-0.046724,0.349936,0.0229259,0.0343861
0,4,-0.0668219,0.358365,0.0504732,0.0757038
0,4,-0.0301521,0.337605,0.00325415,0.00488083
0,4,-0.0641605,0.388402,0.00672577,0.0100879
0,4,-0.0668768,0.357269,0.0461015,0.0691469
0,4,-0.0303502,0.373475,-0.0377754,-0.0566582
0,4,-0.0245624,0.3666,-0.04137,-0.0620497
0,4,-0.0529372,0.331461,0.05354,0.0803036
0,4,-0.0675488,0.350588,0.0634256,0.0951308
0,4,-0.0612425,0.344063,0.0626954,0.0940354
0,4,-0.0459759,0.347167,0.0326369,0.048951
0,4,-0.0525249,0.346961,0.0432247,0.0648315
0,4,-0.0259083,0.345574,0.00957387,0.0143595
0,4,-0.0204082,0.353767,-0.00281012,-0.00421475
0,4,-0.0332396,0.352285,0.014531,0.0217945
0,4,-0.0184953,0.346198,0.00260052,0.00390039
0,4,-0.0210689,0.342365,0.0102483,0.015371
0,4,-0.027559,0.351351,0.0102282,0.0153407
0,4,-0.00628668,0.339316,-0.00364668,-0.00546946
0,4,-0.0285202,0.345515,0.0195557,0.0293308
0,4,-0.0639098,0.352925,0.0535775,0.0803594
0,4,-0.0767215,0.355531,0.0724349,0.108643
0,4,-0.0723808,0.33634,0.0877193,0.131569
0,4,-0.0768963,0.344651,0.0844104,0.126606
0,4,-0.0707234,0.334916,0.0857503,0.128615
0,4,-0.0727628,0.340498,0.0840916,0.126128
0,4,-0.0732826,0.347446,0.0783969,0.117586
0,4,-0.0609322,0.345011,0.0539337,0.0808939
0,4,-0.0692682,0.343054,0.0709449,0.106409
0,4,-0.0657183,0.342147,0.0691946,0.103784
0,4,-0.0427536,0.334739,0.0443721,0.0665525
0,4,-0.0649707,0.341562,0.0695222,0.104275
0,4,-0.0571709,0.361111,0.0434151,0.0651167
0,4,-0.0421503,0.346018,0.0339893,0.0509793
0,4,-0.0514227,0.349164,0.0449791,0.0674627
0,4,-0.0305862,0.358863,0.00860172,0.0129013
0,4,-0.0608611,0.359406,0.0501721,0.0752513
0,4,-0.0437788,0.345635,0.0343332,0.0514952
0,4,-0.0606449,0.346772,0.0559154,0.083866
0,4,-0.0123967,0.340782,0.00120048,0.00180054
0,4,-0.0364949,0.357714,0.019081,0.0286187
0,4,-0.0257404,0.346122,0.0176772,0.0265134
0,4,0.00558978,0.346891,-0.0146166,-0.0219224
0,4,0.00334609,0.353393,-0.0200935,-0.0301367
0,4,-0.0112197,0.346405,0.00259853,0.00389737
0,4,-0.0108696,0.349789,0.00375691,0.00563474
0,4,-0.0046382,0.345989,-0.00816697,-0.0122491
0,4,-0.00933677,0.33643,0.00609116,0.00913578
0,4,-0.0339159,0.352414,0.0209321,0.031395
0,4,-0.0627303,0.342827,0.0676938,0.101532
0,4,-0.0612001,0.348812,0.0543404,0.0815036
0,4,-0.00171429,0.389527,-0.109501,-0.164235
0,4,-0.000230074,0.391085,-0.110125,-0.165171
0,4,-0.00935829,0.3844,-0.0905861,-0.135866
0,4,0.000913233,0.385434,-0.106143,-0.159198
0,4,-0.00136864,0.388531,-0.107114,-0.160655
0,4,-0.00455374,0.38945,-0.104674,-0.156996
0,4,0.00395122,0.382231,-0.111815,-0.167706
0,4,-0.0012641,0.393007,-0.11397,-0.170938
0,4,0.00301003,0.382763,-0.109409,-0.164097
0,4,-0.00293189,0.383841,-0.0997625,-0.149629
0,4,-0.000901699,0.383115,-0.103627,-0.155425
0,4,0.00298852,0.383836,-0.112237,-0.168338
0,4,0.00692081,0.381848,-0.1064,-0.159584
0,4,-0.0017668,0.375242,-0.0877539,-0.131618
0,4,-0.000777245,0.379177,-0.0927835,-0.139161
0,4,-0.0122485,0.373596,-0.0707704,-0.106145
0,4,-0.00667572,0.376073,-0.0821724,-0.123246
0,4,-0.00758255,0.361665,-0.066505,-0.0997474
0,4,-0.00292659,0.36824,-0.0777349,-0.116591
0,4,0.00179532,0.364592,-0.0820669,-0.123088
0,4,0.00825977,0.373501,-0.100326,-0.150474
0,4,0.00943395,0.377915,-0.109327,-0.163973
0,4,0.00311562,0.383484,-0.100289,-0.150418
0,4,0.010697,0.375176,-0.104416,-0.156608
0,4,0.00380623,0.379722,-0.0999794,-0.149954
0,4,0.00437182,0.381664,-0.100699,-0.151033
0,4,-0.015164,0.346859,-0.0349279,-0.0523868
0,4,-0.00398582,0.367232,-0.0789108,-0.118354
0,4,0.010793,0.376595,-0.111966,-0.167932
0,4,0.00205573,0.381368,-0.0980793,-0.147104
0,4,0.00929368,0.374608,-0.10296,-0.154423
0,4,0.01248,0.374336,-0.108275,-0.162396
0,4,0.0144978,0.378015,-0.111157,-0.166719
0,4,0.00787038,0.374037,-0.097286,-0.145914
0,4,0.00925714,0.372571,-0.0985334,-0.147785
0,4,0.0102041,0.375532,-0.101819,-0.152712
0,4,0.000690937,0.378324,-0.0905715,-0.135843
0,4,0.00628859,0.37704,-0.100902,-0.151338
0,4,0.0116171,0.37779,-0.105975,-0.158947
0,4,0.0109762,0.375571,-0.11013,-0.165178
0,4,0.0152225,0.375709,-0.110594,-0.165874
0,4,0.0142454,0.376534,-0.11276,-0.169122
0,4,0.0143664,0.377423,-0.110969,-0.166436
0,4,0.013324,0.373109,-0.111579,-0.167351
0,4,0.01742,0.374502,-0.117236,-0.175835
0,4,0.022938,0.373398,-0.123353,-0.185009
0,4,0.0082081,0.377161,-0.100646,-0.150953
0,4,-0.0153514,0.357201,-0.037989,-0.0569782
0,4,0.00985724,0.369041,-0.0962291,-0.144329
0,4,-0.0161707,0.370017,-0.0570816,-0.0856141
0,4,-0.021567,0.35848,-0.0304878,-0.0457273
0,4,-0.0227273,0.361812,-0.0339844,-0.0509716
0,4,-0.0159507,0.357788,-0.0410746,-0.0616058
0,4,-0.00998026,0.36498,-0.0556881,-0.0835239
0,4,-0.00955415,0.372344,-0.0716626,-0.107483
0,4,-0.0385255,0.365505,-0.01057,-0.0158535
0,4,-0.0262827,0.361378,-0.0220197,-0.0330265
0,4,-0.00726521,0.36054,-0.0618211,-0.0927224
0,4,0.0176909,0.369615,-0.10762,-0.161414
0,4,0.0120567,0.371992,-0.100409,-0.150597
0,4,0.022958,0.372026,-0.11818,-0.17725
0,4,0.0188987,0.358523,-0.100345,-0.150501
0,4,0.0180497,0.357745,-0.0984277,-0.147626
0,4,0.0108165,0.359953,-0.0932764,-0.1399
0,4,0.00783259,0.359103,-0.0904437,-0.135651
0,4,0.0156909,0.365235,-0.105837,-0.158739
0,4,0.015787,0.362756,-0.101109,-0.151648
0,4,0.0194438,0.372437,-0.115745,-0.173599
0,4,0.00629371,0.371164,-0.0956705,-0.143491
0,4,0.0206395,0.374785,-0.123867,-0.185781
0,4,0.0245822,0.37687,-0.133304,-0.199934
0,4,0.0156661,0.377418,-0.115958,-0.173918
0,4,-0.00103951,0.375542,-0.0848801,-0.127307
0,4,0.00161812,0.371197,-0.0856785,-0.128504
0,4,0.00451702,0.379841,-0.101268,-0.151887
0,4,0.014123,0.375433,-0.108346,-0.162501
0,4,0.0177254,0.373993,-0.113081,-0.169603
0,4,0.0212465,0.369503,-0.116029,-0.174025
0,4,0.01742,0.378745,-0.120153,-0.180211
0,4,0.0179245,0.377021,-0.114225,-0.171319
0,4,0.0178361,0.374964,-0.12094,-0.181391
0,4,0.0202448,0.373938,-0.122553,-0.18381
0,4,0.0190376,0.368929,-0.112009,-0.167995
0,4,0.0208085,0.376956,-0.122445,-0.183647
0,4,0.0244637,0.374533,-0.133391,-0.200065
0,4,0.0239125,0.374282,-0.129396,-0.194074
0,4,0.0125533,0.376369,-0.111396,-0.167076
0,4,0.0178192,0.374572,-0.119658,-0.179468
0,4,-0.0196506,0.362231,-0.0358702,-0.0538002
0,4,0.0248328,0.370922,-0.127383,-0.191054
0,4,0.00102112,0.372014,-0.0848361,-0.127241
0,4,-0.00205201,0.371149,-0.0797369,-0.119593
0,4,0.0109522,0.362699,-0.0871437,-0.130702
0,4,0.0170293,0.378977,-0.12218,-0.18325
0,4,0.0143671,0.377586,-0.115558,-0.173319
0,4,0.0150943,0.377423,-0.113612,-0.1704
0,4,0.0116494,0.371671,-0.102109,-0.153148
0,4,0.0161747,0.37933,-0.118709,-0.178044
0,4,0.0115741,0.371445,-0.100756,-0.151118
0,4,0.00387597,0.37037,-0.0891457,-0.133705
0,4,0.00960425,0.371216,-0.101553,-0.152313
0,4,0.0160384,0.371184,-0.10824,-0.162342
0,4,0.0192717,0.372392,-0.123826,-0.185719
0,4,-0.0323567,0.344254,0.00467532,0.00701238
0,4,-0.0492808,0.336817,0.0398809,0.0598163
0,4,-0.0648307,0.341615,0.064194,0.0962834
0,4,-0.0608948,0.323462,0.0790208,0.118522
0,4,-0.0679395,0.342408,0.0660542,0.0990734
0,4,-0.065762,0.345226,0.0632545,0.0948741
0,4,-0.0671213,0.352309,0.0540362,0.0810477
0,4,-0.0637079,0.348303,0.0497946,0.0746857
0,4,0.00254238,0.352443,-0.0602886,-0.090424
0,4,-0.0387857,0.368642,-0.0152513,-0.022875
0,4,-0.060377,0.39382,-0.00745573,-0.0111827
0,4,-0.0766037,0.4004,0.0126232,0.0189333
0,4,-0.0725375,0.389204,0.0206248,0.0309349
0,4,-0.0818306,0.388557,0.0399519,0.0599234
0,4,-0.0613834,0.371536,0.0220848,0.0331248
0,4,-0.0681502,0.384844,0.0164337,0.0246487
0,4,-0.0674917,0.38904,0.0100541,0.01508
0,4,-0.0751111,0.391393,0.0201594,0.0302367
0,4,-0.0645354,0.381448,0.0142209,0.0213297
0,4,-0.0731239,0.39887,0.0120372,0.0180544
0,4,-0.0718357,0.381149,0.0336373,0.0504522
0,4,-0.0726953,0.380848,0.0341028,0.0511503
0,4,-0.0762265,0.369736,0.0521803,0.0782647
0,4,-0.0803289,0.384053,0.0455148,0.0682672
0,4,-0.0824212,0.384954,0.0476331,0.0714444
0,4,-0.0730413,0.37953,0.0346691,0.0519997
0,4,-0.0740551,0.385107,0.0289244,0.0433833
0,4,-0.0739383,0.387745,0.0279112,0.0418636
0,4,-0.0736377,0.4034,0.00332858,0.00499247
0,4,-0.0519348,0.362319,0.0127517,0.0191259
0,4,-0.0645132,0.383282,0.00807601,0.0121131
0,4,-0.0790203,0.392,0.0328567,0.0492813
0,4,-0.0853784,0.396151,0.0409639,0.0614412
0,4,0.0350161,0.36561,-0.135481,-0.203198
0,4,0.0331011,0.370185,-0.13241,-0.198592
0,4,-0.0103957,0.368694,-0.0652657,-0.0978887
0,4,-0.0430086,0.367381,-0.00331981,-0.00497925
0,4,-0.0446916,0.376258,-0.0125633,-0.0188432
0,4,-0.00529873,0.372784,-0.0713847,-0.107066
0,4,0.0346247,0.360556,-0.123767,-0.185629
0,4,0.0341523,0.36507,-0.132896,-0.199321
0,4,0.0309866,0.369258,-0.126222,-0.189312
0,4,0.0250795,0.367148,-0.123324,-0.184966
0,4,0.0300371,0.367925,-0.126328,-0.18947
0,4,0.022057,0.369258,-0.117803,-0.176685
0,4,-0.00826448,0.373501,-0.0718873,-0.10782
0,4,-0.0248134,0.37093,-0.0435816,-0.0653659
0,4,-0.00817436,0.370715,-0.068009,-0.102003
0,4,-0.00886077,0.377843,-0.0735537,-0.110319
0,4,0.0350099,0.361765,-0.132366,-0.198527
0,4,0.0215507,0.373264,-0.11438,-0.171551
0,4,0.0193265,0.366136,-0.106918,-0.16036
0,4,0.0103645,0.374781,-0.10153,-0.152279
0,4,-0.0331162,0.373726,-0.026942,-0.040409
0,4,-0.0376668,0.377211,-0.0228328,-0.0342459
0,4,-0.0388557,0.376083,-0.0223667,-0.0335468
0,4,-0.0195531,0.37409,-0.0491539,-0.0737234
0,4,-0.0218825,0.371131,-0.0450593,-0.0675823
0,4,-0.00742626,0.355194,-0.0570497,-0.0855659
0,4,0.0234508,0.362345,-0.117109,-0.175644
0,4,-0.0215619,0.359195,-0.0363529,-0.054524
0,4,0.0136375,0.368171,-0.101322,-0.151966
0,4,0.0228114,0.375552,-0.123601,-0.18538
0,4,0.00754854,0.37559,-0.0991342,-0.148685
0,4,-0.00292808,0.375515,-0.0790422,-0.118551
0,4,0.0161919,0.371852,-0.110865,-0.166279
0,4,0.0261585,0.369552,-0.128392,-0.192566
0,4,0.0171401,0.376071,-0.11547,-0.173186
0,4,-0.0246927,0.368843,-0.0363707,-0.0545508
0,4,-0.0317869,0.366463,-0.0202729,-0.0304064
0,4,-0.0382067,0.359931,-0.00283072,-0.00424568
0,4,-0.0272194,0.360521,-0.0159892,-0.0239815
0,4,-0.0185028,0.354066,-0.0298156,-0.044719
0,4,-0.0162345,0.363167,-0.0416751,-0.0625063
0,4,-0.0177951,0.363141,-0.0399042,-0.0598504
0,4,-0.0293871,0.359429,-0.0153846,-0.0230747
0,4,-0.0328161,0.36488,-0.0120713,-0.0181052
0,4,-0.0337526,0.366201,-0.0132209,-0.0198295
0,4,-0.0253017,0.362344,-0.0225681,-0.0338488
0,4,-0.0166003,0.36714,-0.0482731,-0.0724023
0,4,-0.00367308,0.371329,-0.0729668,-0.109439
0,4,0.0109244,0.374118,-0.102848,-0.154256
0,4,0.0158174,0.372134,-0.110234,-0.165334
0,4,0.0142583,0.369565,-0.104803,-0.157188
0,4,0.0165309,0.376518,-0.116945,-0.175399
0,4,0.0191671,0.368451,-0.109862,-0.164775
0,4,0.0269856,0.363326,-0.119104,-0.178637
0,4,0.0234836,0.365923,-0.113326,-0.169971
0,4,0.0229871,0.37409,-0.125497,-0.188225
0,4,0.0183398,0.37248,-0.11636,-0.174522
0,4,0.0209324,0.354744,-0.102964,-0.154429
0,4,-0.00630951,0.350612,-0.0541148,-0.0811639
0,4,-0.00516856,0.360813,-0.0656753,-0.0985028
0,4,-0.0332629,0.367487,-0.0110358,-0.0165521
0,4,-0.0454177,0.364873,0.00794971,0.0119235
0,4,-0.0675044,0.370748,0.0397188,0.059573
0,4,-0.0645494,0.365201,0.0375659,0.056344
0,4,-0.0327545,0.35722,-0.0041841,-0.00627558
0,4,-0.0117838,0.357976,-0.0439824,-0.065967
0,4,0.00187597,0.353058,-0.0597871,-0.0896714
0,4,0.00638843,0.35116,-0.0641179,-0.0961673
0,4,0.00205582,0.350504,-0.0596534,-0.089471
0,4,-0.00780922,0.359517,-0.0510721,-0.0766007
0,4,-0.024113,0.361641,-0.026418,-0.0396232
0,4,-0.0351129,0.363509,-0.0138733,-0.0208079
0,4,-0.0360989,0.360638,-0.00437796,-0.00656635
0,4,-0.0431104,0.365594,0.00277726,0.00416551
0,4,-0.0279651,0.356061,-0.0102903,-0.0154341
0,4,0.00328597,0.345825,-0.047486,-0.0712219
0,4,-0.0215907,0.347933,-0.0134933,-0.020238
0,4,-0.00623339,0.33953,-0.0194099,-0.0291121
0,4,0.0200272,0.342865,-0.0677343,-0.10159
0,4,-0.00731909,0.344281,-0.0241011,-0.0361481
0,4,-0.000773132,0.352621,-0.0514995,-0.0772412
0,4,0.0251262,0.354037,-0.0934664,-0.140184
0,4,0.0243553,0.351447,-0.094543,-0.141799
0,4,0.0195985,0.359269,-0.0932619,-0.139877
0,4,0.017134,0.363985,-0.0942559,-0.141368
0,4,0.0306504,0.350143,-0.102841,-0.154244
0,4,0.0133908,0.354636,-0.0818086,-0.1227
0,4,0.0113876,0.367779,-0.0933391,-0.139994
0,4,-0.0186576,0.369942,-0.0468719,-0.0703007
0,4,-0.0436549,0.370147,-0.00113982,-0.00170956
0,4,-0.0587831,0.369602,0.0209666,0.0314471
0,4,0.0161858,0.342681,-0.0579069,-0.0868512
0,4,0.0271318,0.345963,-0.0826966,-0.124031
0,4,0.0149509,0.351165,-0.0677016,-0.101541
0,4,0.00113481,0.355517,-0.0531217,-0.0796741
0,4,0.0447746,0.315583,-0.0786609,-0.117979
0,4,0.0495294,0.324146,-0.0980908,-0.14712
0,4,0.0337543,0.352196,-0.103782,-0.155655
0,4,0.00552854,0.355148,-0.0667759,-0.100154
0,4,0.0026443,0.357059,-0.0698365,-0.104744
0,4,0.0113609,0.362172,-0.0857395,-0.128595
0,4,0.0239006,0.349555,-0.0903764,-0.135549
0,4,0.011489,0.357205,-0.078671,-0.117994
0,4,0.0260023,0.345496,-0.0790453,-0.118555
0,4,0.0264848,0.337374,-0.0786467,-0.117957
0,4,0.0349627,0.332203,-0.089165,-0.133733
0,4,0.00719926,0.358967,-0.0772551,-0.11587
